Beijing,Chengdu,Guangzhou,Shanghai,Shenyang
219,NaN,NaN,NaN,NaN
142,NaN,NaN,NaN,NaN
150,NaN,NaN,NaN,NaN
115,NaN,NaN,NaN,NaN
129,NaN,NaN,NaN,NaN
110,NaN,NaN,NaN,NaN
157,NaN,NaN,NaN,NaN
251,NaN,NaN,NaN,NaN
273,NaN,NaN,NaN,NaN
247,NaN,NaN,NaN,NaN
610,NaN,NaN,NaN,NaN
204,NaN,NaN,NaN,NaN
99,NaN,NaN,NaN,NaN
64,NaN,NaN,NaN,NaN
64,NaN,NaN,NaN,NaN
66,NaN,NaN,NaN,NaN
113,NaN,NaN,NaN,NaN
125,NaN,NaN,NaN,NaN
241,NaN,NaN,NaN,NaN
200,NaN,NaN,NaN,NaN
244,NaN,NaN,NaN,NaN
258,NaN,NaN,NaN,NaN
176,NaN,NaN,NaN,NaN
266,NaN,NaN,NaN,NaN
250,NaN,NaN,NaN,NaN
249,NaN,NaN,NaN,NaN
72,NaN,NaN,NaN,NaN
137,NaN,NaN,NaN,NaN
307,NaN,NaN,NaN,NaN
117,NaN,NaN,NaN,NaN
127,NaN,NaN,NaN,NaN
119,NaN,NaN,NaN,NaN
72,NaN,NaN,NaN,NaN
40,NaN,NaN,NaN,NaN
39,NaN,NaN,NaN,NaN
78,NaN,NaN,NaN,NaN
150,NaN,NaN,NaN,NaN
192,NaN,NaN,NaN,NaN
271,NaN,NaN,NaN,NaN
213,NaN,NaN,NaN,NaN
149,NaN,NaN,NaN,NaN
117,NaN,NaN,NaN,NaN
237,NaN,NaN,NaN,NaN
171,NaN,NaN,NaN,NaN
151,NaN,NaN,NaN,NaN
260,NaN,NaN,NaN,NaN
229,NaN,NaN,NaN,NaN
175,NaN,NaN,NaN,NaN
236,NaN,NaN,NaN,NaN
405,NaN,NaN,NaN,NaN
190,NaN,NaN,NaN,NaN
186,NaN,NaN,NaN,NaN
90,NaN,NaN,NaN,NaN
364,NaN,NaN,NaN,NaN
38,NaN,NaN,NaN,NaN
68,NaN,NaN,NaN,NaN
115,NaN,NaN,NaN,NaN
73,NaN,NaN,NaN,NaN
200,NaN,NaN,NaN,NaN
199,NaN,NaN,NaN,NaN
221,NaN,NaN,NaN,NaN
226,NaN,NaN,NaN,NaN
121,NaN,NaN,NaN,NaN
155,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN
124,NaN,NaN,NaN,NaN
201,NaN,NaN,NaN,NaN
158,NaN,NaN,NaN,NaN
160,NaN,NaN,NaN,NaN
110,NaN,NaN,NaN,NaN
85,NaN,NaN,NaN,NaN
165,NaN,NaN,NaN,NaN
215,NaN,NaN,NaN,NaN
262,NaN,NaN,NaN,NaN
270,NaN,NaN,NaN,NaN
192,NaN,NaN,NaN,NaN
105,NaN,NaN,NaN,NaN
152,NaN,NaN,NaN,NaN
204,NaN,NaN,NaN,NaN
118,NaN,NaN,NaN,NaN
178,NaN,NaN,NaN,NaN
106,NaN,NaN,NaN,NaN
180,NaN,NaN,NaN,NaN
160,NaN,NaN,NaN,NaN
83,NaN,NaN,NaN,NaN
118,NaN,NaN,NaN,NaN
139,NaN,NaN,NaN,NaN
272,NaN,NaN,NaN,NaN
54,NaN,NaN,NaN,NaN
42,NaN,NaN,NaN,NaN
119,NaN,NaN,NaN,NaN
188,NaN,NaN,NaN,NaN
67,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
170,NaN,NaN,NaN,NaN
68,NaN,NaN,NaN,NaN
72,NaN,NaN,NaN,NaN
154,NaN,NaN,NaN,NaN
85,NaN,NaN,NaN,NaN
145,NaN,NaN,NaN,NaN
144,NaN,NaN,NaN,NaN
94,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN
69,NaN,NaN,NaN,NaN
92,NaN,NaN,NaN,NaN
105,NaN,NaN,NaN,NaN
198,NaN,NaN,NaN,NaN
202,NaN,NaN,NaN,NaN
237,NaN,NaN,NaN,NaN
181,NaN,NaN,NaN,NaN
258,NaN,NaN,NaN,NaN
207,NaN,NaN,NaN,NaN
174,NaN,NaN,NaN,NaN
142,NaN,NaN,NaN,NaN
127,NaN,NaN,NaN,NaN
44,NaN,NaN,NaN,NaN
37,NaN,NaN,NaN,NaN
129,NaN,NaN,NaN,NaN
190,NaN,NaN,NaN,NaN
132,NaN,NaN,NaN,NaN
131,NaN,NaN,NaN,NaN
172,NaN,NaN,NaN,NaN
195,NaN,NaN,NaN,NaN
141,NaN,NaN,NaN,NaN
156,NaN,NaN,NaN,NaN
49,NaN,NaN,NaN,NaN
74,NaN,NaN,NaN,NaN
92,NaN,NaN,NaN,NaN
72,NaN,NaN,NaN,NaN
25,NaN,NaN,NaN,NaN
28,NaN,NaN,NaN,NaN
52,NaN,NaN,NaN,NaN
70,NaN,NaN,NaN,NaN
64,NaN,NaN,NaN,NaN
84,NaN,NaN,NaN,NaN
96,NaN,NaN,NaN,NaN
67,NaN,NaN,NaN,NaN
56,NaN,NaN,NaN,NaN
107,NaN,NaN,NaN,NaN
92,NaN,NaN,NaN,NaN
107,NaN,NaN,NaN,NaN
126,NaN,NaN,NaN,NaN
183,NaN,NaN,NaN,NaN
186,NaN,NaN,NaN,NaN
111,NaN,NaN,NaN,NaN
37,NaN,NaN,NaN,NaN
29,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,NaN
114,NaN,NaN,NaN,NaN
102,NaN,NaN,NaN,NaN
83,NaN,NaN,NaN,NaN
189,NaN,NaN,NaN,NaN
208,NaN,NaN,NaN,NaN
94,NaN,NaN,NaN,NaN
97,NaN,NaN,NaN,NaN
78,NaN,NaN,NaN,NaN
61,NaN,NaN,NaN,NaN
92,NaN,NaN,NaN,NaN
63,NaN,NaN,NaN,NaN
141,NaN,NaN,NaN,NaN
83,NaN,NaN,NaN,NaN
194,NaN,NaN,NaN,NaN
134,NaN,NaN,NaN,NaN
130,NaN,NaN,NaN,NaN
128,NaN,NaN,NaN,NaN
134,NaN,NaN,NaN,NaN
174,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,NaN
