Date,Value
1/1/11,NaN
1/2/11,NaN
1/3/11,NaN
1/4/11,NaN
1/5/11,NaN
1/6/11,NaN
1/7/11,NaN
1/8/11,NaN
1/9/11,NaN
1/10/11,NaN
1/11/11,NaN
1/12/11,NaN
1/13/11,NaN
1/14/11,NaN
1/15/11,NaN
1/16/11,NaN
1/17/11,NaN
1/18/11,NaN
1/19/11,NaN
1/20/11,NaN
1/21/11,NaN
1/22/11,NaN
1/23/11,NaN
1/24/11,NaN
1/25/11,NaN
1/26/11,NaN
1/27/11,NaN
1/28/11,NaN
1/29/11,NaN
1/30/11,NaN
1/31/11,NaN
2/1/11,NaN
2/2/11,NaN
2/3/11,NaN
2/4/11,NaN
2/5/11,NaN
2/6/11,NaN
2/7/11,NaN
2/8/11,NaN
2/9/11,NaN
2/10/11,NaN
2/11/11,NaN
2/12/11,NaN
2/13/11,NaN
2/14/11,NaN
2/15/11,NaN
2/16/11,NaN
2/17/11,NaN
2/18/11,NaN
2/19/11,NaN
2/20/11,NaN
2/21/11,NaN
2/22/11,NaN
2/23/11,NaN
2/24/11,NaN
2/25/11,NaN
2/26/11,NaN
2/27/11,NaN
2/28/11,NaN
3/1/11,NaN
3/2/11,NaN
3/3/11,NaN
3/4/11,NaN
3/5/11,NaN
3/6/11,NaN
3/7/11,NaN
3/8/11,NaN
3/9/11,NaN
3/10/11,NaN
3/11/11,NaN
3/12/11,NaN
3/13/11,NaN
3/14/11,NaN
3/15/11,NaN
3/16/11,NaN
3/17/11,NaN
3/18/11,NaN
3/19/11,NaN
3/20/11,NaN
3/21/11,NaN
3/22/11,NaN
3/23/11,NaN
3/24/11,NaN
3/25/11,NaN
3/26/11,NaN
3/27/11,NaN
3/28/11,NaN
3/29/11,NaN
3/30/11,NaN
3/31/11,NaN
4/1/11,NaN
4/2/11,NaN
4/3/11,NaN
4/4/11,NaN
4/5/11,NaN
4/6/11,NaN
4/7/11,NaN
4/8/11,NaN
4/9/11,NaN
